Date,Open,High,Low,Close,Adj Close,Volume
2016-12-15,15.699203,16.257021,15.636728,16.216858,15.593282,25403669
2016-12-16,16.261482,16.529236,16.158844,16.355196,15.726300,26500888
2016-12-19,16.069593,16.082981,15.578715,15.623340,15.022586,16062704
2016-12-20,15.708128,16.176695,15.645653,16.132069,15.511753,10637026
2016-12-21,16.274870,16.444447,15.913405,16.060669,15.443098,12880281
2016-12-22,15.980343,16.145456,15.783991,15.842004,15.232842,5606942
2016-12-23,16.502460,16.631872,15.891092,15.895555,15.284334,16826351
2016-12-27,15.980343,16.051744,15.516239,15.654578,15.052623,7021431
2016-12-28,15.663503,15.708128,15.315425,15.636728,15.035460,8481796
2016-12-29,15.377900,15.534089,15.190474,15.270800,14.683602,6961426
2016-12-30,15.270800,15.409138,15.016435,15.395751,14.803749,6363894
2017-01-02,15.351125,15.828617,15.302037,15.659040,15.056914,5657913
2017-01-03,15.685816,15.962493,15.266337,15.810767,15.202806,15509039
2017-01-04,15.931255,16.319496,15.926792,16.297182,15.670517,14429132
2017-01-05,16.422134,16.743437,16.016043,16.167768,15.546080,15983433
2017-01-06,16.176695,16.350733,16.038357,16.350733,15.722010,11183917
2017-01-09,16.234709,16.364120,15.931255,16.154383,15.533209,9424443
2017-01-10,15.975880,16.020506,15.654578,15.761679,15.155605,12886961
2017-01-11,15.788454,16.185619,15.770604,16.127607,15.507463,10375661
2017-01-12,16.091906,16.109756,15.543014,15.569790,14.971095,9782350
2017-01-13,15.752754,16.306108,15.743828,16.194546,15.571828,13769051
2017-01-16,15.975880,16.033894,15.703666,15.703666,15.099824,8743192
2017-01-17,15.708128,15.966955,15.449301,15.596565,14.996841,12488082
2017-01-18,15.761679,15.770604,15.386826,15.672428,15.069788,13126822
2017-01-19,15.734903,15.998193,15.650115,15.801841,15.194223,12802422
2017-01-20,15.734903,16.136532,15.676890,16.118683,15.498882,16029365
2017-01-23,15.931255,16.212395,15.775066,15.940180,15.327244,12018102
2017-01-24,15.966955,16.373047,15.966955,16.373047,15.743465,11028562
2017-01-25,16.515846,17.399429,16.515846,17.314642,16.648855,22154704
2017-01-26,17.493143,17.823372,17.203077,17.350342,16.683182,15412097
2017-01-27,17.403893,17.403893,17.037964,17.118290,16.460052,10337478
2017-01-30,16.957638,17.002264,16.564936,16.609562,15.970885,9603479
2017-01-31,16.921938,17.082588,16.404284,16.413210,15.782084,14032979
2017-02-01,16.609562,17.118290,16.493534,17.118290,16.460052,14965497
2017-02-02,16.645262,16.734512,15.904480,16.225782,15.601863,28631586
2017-02-03,16.297182,16.814837,16.194546,16.814837,16.168268,16501396
2017-02-06,16.779137,16.859463,16.493534,16.493534,15.859319,13810355
2017-02-07,16.431059,16.605099,16.270409,16.341808,15.713428,10955734
2017-02-08,16.422134,16.524773,15.725978,16.007118,15.391607,16256155
2017-02-09,16.114220,16.199007,15.837542,16.065130,15.447389,10696468
2017-02-10,16.261482,16.279333,15.783991,15.886630,15.275752,9377818
2017-02-13,15.940180,16.230246,15.850929,16.181156,15.558953,8299897
2017-02-14,16.154383,16.439983,16.096369,16.439983,15.807828,9651025
2017-02-15,16.493534,17.131678,16.475683,16.855000,16.206886,16075386
2017-02-16,16.868387,16.868387,16.489073,16.524773,15.889356,7993134
2017-02-17,16.551548,16.614023,15.966955,16.243633,15.619028,16373153
2017-02-20,16.466759,16.529236,16.323957,16.506922,15.872192,6259868
2017-02-21,16.493534,16.676498,16.207932,16.587248,15.949429,8810514
2017-02-22,16.591709,16.810375,16.395359,16.618486,15.979466,8155333
2017-02-23,16.618486,16.846075,16.462297,16.547085,15.910810,8846954
2017-02-24,16.511385,16.636335,16.007118,16.190083,15.567535,11513942
2017-02-27,16.154383,16.466759,16.154383,16.431059,15.799246,7596475
2017-02-28,16.506922,16.734512,16.453371,16.600636,15.962303,9987452
2017-03-01,16.868387,17.470831,16.734512,17.448517,16.777582,22858641
2017-03-02,17.493143,17.649332,17.283403,17.305716,16.640270,11323873
2017-03-03,17.087051,17.667183,16.689886,17.082588,16.425724,22456295
2017-03-06,15.975880,16.288258,15.596565,15.734903,15.129861,41502435
2017-03-07,15.587640,15.659040,15.230637,15.453764,14.859531,18167110
2017-03-08,15.458226,15.975880,15.400213,15.739366,15.134151,16977468
2017-03-09,15.627803,16.038357,15.623340,15.958030,15.344407,14742254
2017-03-10,16.109756,16.493534,16.074057,16.297182,15.670517,19573754
2017-03-13,16.466759,16.475683,16.163307,16.386435,15.756338,9459407
2017-03-14,16.355196,16.359659,16.100830,16.194546,15.571828,10764390
2017-03-15,16.234709,16.502460,16.207932,16.337345,15.709135,9225063
2017-03-16,16.422134,16.511385,16.096369,16.181156,15.558953,14789986
2017-03-17,16.087444,16.355196,15.828617,15.940180,15.327244,21291766
2017-03-20,15.663503,15.815229,15.203862,15.346663,14.756549,53239762
2017-03-21,15.455000,16.469999,15.420000,16.004999,15.389570,41242880
2017-03-22,15.795000,15.920000,15.670000,15.730000,15.125145,18641823
2017-03-23,15.755000,15.765000,15.555000,15.760000,15.153992,16960623
2017-03-24,15.710000,15.890000,15.490000,15.535000,14.937642,13218175
2017-03-27,15.365000,15.515000,15.115000,15.505000,14.908796,14769361
2017-03-28,15.540000,16.000000,15.505000,15.955000,15.341494,16644258
2017-03-29,16.030001,16.280001,15.830000,16.165001,15.543420,21406434
2017-03-30,16.150000,16.230000,15.720000,16.035000,15.418418,15261303
2017-03-31,16.040001,16.150000,15.810000,16.150000,15.528995,18777799
2017-04-03,15.935000,16.025000,15.595000,15.700000,15.096298,20079171
2017-04-04,15.350000,15.595000,15.100000,15.595000,14.995337,48469234
2017-04-05,15.710000,15.900000,15.540000,15.645000,15.043413,16120796
