Fecha,log_rend,normal
2016-12-16,0.008494289598279334,0.01993849229692549
2016-12-19,-0.04577966811987984,0.002240582278937532
2016-12-20,0.03204319270153607,0.02053981858657241
2016-12-21,-0.0044358225193370454,0.03309707268022789
2016-12-22,-0.013708417255411049,-0.004366411431842606
2016-12-23,0.003374627381404595,0.0019338178297844042
2016-12-27,-0.015276120540786385,-0.03851104417163903
2016-12-28,-0.0011408504730279153,0.006731112376228859
2016-12-29,-0.02368005031413793,-0.03568864796619829
2016-12-30,0.008149098567099807,0.0031823079873500052
2017-01-02,0.01695682819233862,0.007512507085902868
2017-01-03,0.009642728382481563,0.028067951569289918
2017-01-04,0.030301032725956224,0.04152678854481503
2017-01-05,-0.007972531990834511,0.040535888405987555
2017-01-06,0.011253124609699747,0.02355069798655978
2017-01-09,-0.012081393283144915,-0.025233316513758635
2017-01-10,-0.02460981760844682,-0.012129376980718361
2017-01-11,0.022950961388839605,-7.257513324964427e-4
2017-01-12,-0.03520004987094057,-0.009288267352689741
2017-01-13,0.0393420421719238,-0.031088889454142107
2017-01-16,-0.03078029609717407,0.05422253069443714
2017-01-17,-0.0068435092008961645,0.03936270722335646
2017-01-18,0.004852365932396563,0.019107596760182505
2017-01-19,0.008223344964136743,0.007009768164203973
2017-01-20,0.019852602472069707,0.046439275872385055
2017-01-23,-0.011135993782491218,-0.007411402973863841
2017-01-24,0.02679346002430872,-0.01643572351612911
2017-01-25,0.05591608675966723,-0.0033770788947919787
2017-01-26,0.002059700829903806,-0.03473447147807624
2017-01-27,-0.013464791705219553,0.015168608045924544
2017-01-30,-0.03016897732043851,0.04531431183995816
2017-01-31,-0.01189200449324514,-0.01834288548506522
2017-02-01,0.04206098181368373,-0.054159181843022104
2017-02-02,-0.053546024215641766,0.03352578373991635
2017-02-03,0.035660225714392736,-0.03496266307767329
2017-02-06,-0.019293278840940235,-0.012827095541896283
2017-02-07,-0.009241643646219403,0.0065415239952001086
2017-02-08,-0.020693272576177594,0.009318165755470098
2017-02-09,0.0036176314453363946,-0.02166115003918194
2017-02-10,-0.011173257683342921,0.01659856293352537
2017-02-13,0.018369493953479088,-0.02453015964682272
2017-02-14,0.01586903181094239,-0.007906048918634053
2017-02-15,0.024930953274071906,-0.012541516428542574
2017-02-16,-0.019786762560632564,-0.028258757059836843
2017-02-17,-0.017159536530585218,-0.045461330209160516
2017-02-20,0.01607873268117438,0.016037830839128624
2017-02-21,0.0048543819734547565,0.01997174430071305
2017-02-22,0.001881493791812152,0.003136655505430288
2017-02-23,-0.004305770578564081,0.01730824266318305
2017-02-24,-0.021811096394658516,0.002241696469999668
2017-02-27,0.014774561339636236,0.022761128258787535
2017-02-28,0.010267662482060383,-0.03373387252595866
2017-03-01,0.04981371067916457,-0.0043250807974695585
2017-03-02,-0.008217929313489239,0.026615775530223828
2017-03-03,-0.012977018676103683,-0.025442818187538817
2017-03-06,-0.08217830183439924,0.03974666871431909
2017-03-07,-0.018028863159135274,-0.04838874124160933
2017-03-08,0.01831236820326047,0.011094192865812811
2017-03-09,0.01379719705878506,0.01169938095995749
2017-03-10,0.021030005988521113,0.006240060952602932
2017-03-13,0.005461648219889952,0.003673748763989308
2017-03-14,-0.011779312802793733,-0.03963409492661224
2017-03-15,0.008779006059622528,-0.03578156242059415
2017-03-16,-0.00960616171203455,0.012531322859234157
2017-03-17,-0.01500433005954644,0.014087933725692378
2017-03-20,-0.03794491426203264,0.04926912712602808
2017-03-21,0.04200302299253474,-0.004273218097992748
2017-03-22,-0.0173314165917182,-0.005010113283344667
2017-03-23,0.0019054049478083766,-0.03950563924180978
2017-03-24,-0.014379659672924386,0.035217950254079484
2017-03-27,-0.0019329615803091271,-0.03153957897922398
2017-03-28,0.028609809292458408,0.01819601434732327
2017-03-29,0.013076214311294632,0.016030168154484
2017-03-30,-0.00807462910780643,-0.017166965830197365
2017-03-31,0.007146152770432694,0.00475263025672892
2017-04-03,-0.02825937340879074,0.006379126502678862
2017-04-04,-0.0067102620934904,0.0050813729144759375
2017-04-05,0.003200934862390762,0.004803598497546149
2017-04-06,0.002234692998805514,-0.012124433370360304
2017-04-07,-0.009612367340856248,0.026048382787476253
2017-04-10,0.0012868707615033368,-0.0029610068004224765
2017-04-11,-0.015880919510515533,-0.018780272003761613
2017-04-12,-0.0013076881841793207,-0.01950848248138594
2017-04-13,-0.010522977157350516,0.03146186804814603
2017-04-18,-0.01498770593885074,0.04334673630411958
2017-04-19,0.019934124898147283,-0.0038535696230324896
2017-04-20,0.008842442261467883,-0.04158435342539929
2017-04-21,0.014887008244475003,-0.04351821406166199
2017-04-24,0.08760010259025054,-0.011079342070584317
2017-04-25,-0.0029471001151021147,0.021478868457077003
2017-04-26,0.02304968669962761,-0.015104072992601065
2017-04-27,-0.037318813695189426,0.007267497781724321
2017-04-28,-0.01023167527926885,0.018100046661819084
2017-05-02,0.008733590793151577,0.028481534205082933
2017-05-03,0.007468142120938454,0.00321128836381589
2017-05-04,0.023239861140655224,-0.016922865357011502
2017-05-05,0.012713350405118893,0.026099613474753258
2017-05-08,0.001434473298526155,-0.009724312292862313
2017-05-09,-0.006038928783932169,-0.010170260084235954
2017-05-10,0.008615901827068688,-6.900190645323041e-4
2017-05-11,-0.008615901827068779,-0.02009711024028189
2017-05-12,-0.008690720694708953,0.0059666506378582935
2017-05-15,0.022156180441192393,0.028053513949378047
2017-05-16,-0.006280455863776735,-0.016314757603563327
2017-05-17,-0.035561766000878944,0.01698626917871178
2017-05-18,-0.0026742172904942628,-0.009780021179985221
2017-05-19,0.02818758597833107,-0.014370532000497916
2017-05-22,-0.00616295212065019,-0.018361364752889266
2017-05-23,0.007916807432120474,0.01060822438506243
2017-05-24,-0.009979513359105357,-0.01051377700209357
2017-05-25,-0.0059171557871660705,-0.013515175713859698
2017-05-26,-0.021596603749073608,0.003257494888889155
2017-05-29,-0.0036451666464001565,-0.040228482825709407
2017-05-30,-0.01811814988955135,-0.015553455524791827
2017-05-31,-0.03532374020870624,-0.019420135709212312
2017-06-01,0.002244668521620378,-0.020034980838200975
2017-06-02,-0.0012820601192099984,0.00942932790300794
2017-06-05,0,-0.06005894988102465
2017-06-06,-0.016818037769624657,-0.029605788973800052
